DC Pavadinimas,Prastovos gr.,Prastovos kodas,Prastovos pavadinimas,Komentaras,Laikas (min.),Viso laikas DC,Proc. %,YYYY
Linija Homag_4,46,4601,NEPLANUOTAS VALYMAS,ploksteliu valymas grezime,5,527717,2.15%,2016
Linija Homag_4,46,4601,NEPLANUOTAS VALYMAS,"ploksteliu valymas,raize briauna",13,527717,2.15%,2016
Linija Homag_4,46,4601,NEPLANUOTAS VALYMAS,poliravimo sepecio valymas. asis apsinesa briaunos likuciais nuo droztuku,17,527717,2.15%,2016
Linija Homag_4,46,4601,NEPLANUOTAS VALYMAS,praplovem printeri,6,527717,2.15%,2016
Linija Homag_4,46,4601,NEPLANUOTAS VALYMAS,pribege kliju. nevaikscijo kliju volelis. kliju valymas,21,527717,2.15%,2016
Linija Homag_4,46,4601,NEPLANUOTAS VALYMAS,prigrudo det i gr st,2,527717,2.15%,2016
Linija Homag_4,46,4601,NEPLANUOTAS VALYMAS,prigrudo gr st,2,527717,2.15%,2016
Linija Homag_4,46,4601,NEPLANUOTAS VALYMAS,Printerio galvos plovimas,23,527717,2.15%,2016
Linija Homag_4,46,4601,NEPLANUOTAS VALYMAS,printerio galvos plovimas,29,527717,2.15%,2016
Linija Homag_4,46,4601,NEPLANUOTAS VALYMAS,printerio reguliavimas,13,527717,2.15%,2016
Linija Homag_4,46,4601,NEPLANUOTAS VALYMAS,printerio valymas,103,527717,2.15%,2016
Linija Homag_4,46,4601,NEPLANUOTAS VALYMAS,printeris,9,527717,2.15%,2016
Linija Homag_4,46,4601,NEPLANUOTAS VALYMAS,printeriukas,21,527717,2.15%,2016
Linija Homag_4,46,4601,NEPLANUOTAS VALYMAS,PRISPAUDEJO,3,527717,2.15%,2016
Linija Homag_4,46,4601,NEPLANUOTAS VALYMAS,Prispaudejo paduku valymas,5,527717,2.15%,2016
Linija Homag_4,46,4601,NEPLANUOTAS VALYMAS,prispaudejo valymas,7,527717,2.15%,2016
Linija Homag_4,46,4601,NEPLANUOTAS VALYMAS,prispaudeju,15,527717,2.15%,2016
Linija Homag_4,46,4601,NEPLANUOTAS VALYMAS,prispaudeju grezime,43,527717,2.15%,2016
Linija Homag_4,46,4601,NEPLANUOTAS VALYMAS,prispaudeju grezime.,19,527717,2.15%,2016
Linija Homag_4,46,4601,NEPLANUOTAS VALYMAS,prispaudeju padeliu,2,527717,2.15%,2016
Linija Homag_4,46,4601,NEPLANUOTAS VALYMAS,prispaudeju padeliu grezime,7,527717,2.15%,2016
Linija Homag_4,46,4601,NEPLANUOTAS VALYMAS,prispaudeju padeliu valymas,11,527717,2.15%,2016
Linija Homag_4,46,4601,NEPLANUOTAS VALYMAS,prispaudeju paduku valymas,3,527717,2.15%,2016
Linija Homag_4,46,4601,NEPLANUOTAS VALYMAS,prispaudeju valymas,13,527717,2.15%,2016
Linija Homag_4,46,4601,NEPLANUOTAS VALYMAS,prispaudimo linijuociu valymas,69,527717,2.15%,2016
Linija Homag_4,46,4601,NEPLANUOTAS VALYMAS,prispaudimo linijuociu valymas apklijuotos lipnia juosta,11,527717,2.15%,2016
Linija Homag_4,46,4601,NEPLANUOTAS VALYMAS,prispaudimo linijuociu valymas grezime,5,527717,2.15%,2016
Linija Homag_4,46,4601,NEPLANUOTAS VALYMAS,"prispaudimo linijuociu valymas, priklijuota lipnios juostos ant ju",23,527717,2.15%,2016
Linija Homag_4,46,4601,NEPLANUOTAS VALYMAS,"prispaudimo linijuociu valymas,apklijuotos lipnia juosta",8,527717,2.15%,2016
Linija Homag_4,46,4601,NEPLANUOTAS VALYMAS,prispaudimo linijuotes,13,527717,2.15%,2016
Linija Homag_4,46,4601,NEPLANUOTAS VALYMAS,prispaudimo linijuotes valymas,9,527717,2.15%,2016
Linija Homag_4,46,4601,NEPLANUOTAS VALYMAS,prispaudimo liniuociu,3,527717,2.15%,2016
Linija Homag_4,46,4601,NEPLANUOTAS VALYMAS,prispaudimo liniuociu  ir prispaudejo paduku sveitimas,5,527717,2.15%,2016
Linija Homag_4,46,4601,NEPLANUOTAS VALYMAS,prispaudimo liniuociu grezime,3,527717,2.15%,2016
Linija Homag_4,46,4601,NEPLANUOTAS VALYMAS,prispaudimo liniuociu grezime.,2,527717,2.15%,2016
Linija Homag_4,46,4601,NEPLANUOTAS VALYMAS,"prispaudimo liniuociu ir prispaudeju valymas, sveitimas prilipe drozliu, ispaudzia plevele A pavirsiuje.",10,527717,2.15%,2016
Linija Homag_4,46,4601,NEPLANUOTAS VALYMAS,"prispaudimo liniuociu klijavimas zalia juosta, brazo detale",11,527717,2.15%,2016
Linija Homag_4,46,4601,NEPLANUOTAS VALYMAS,Prispaudimo liniuociu valymas,3,527717,2.15%,2016
Linija Homag_4,46,4601,NEPLANUOTAS VALYMAS,prispaudimo liniuociu valymas,6,527717,2.15%,2016
Linija Homag_4,46,4601,NEPLANUOTAS VALYMAS,prispaudimo liniuociu.,4,527717,2.15%,2016
Linija Homag_4,46,4601,NEPLANUOTAS VALYMAS,PRISPAUDIMO LINIUOTE,3,527717,2.15%,2016
Linija Homag_4,46,4601,NEPLANUOTAS VALYMAS,prispaudimo liunijuociu valymas,15,527717,2.15%,2016
Linija Homag_4,46,4601,NEPLANUOTAS VALYMAS,Prispaudimo padeliai grezime aplipe klijais. Prispaudimo padeliu sveitimas,23,527717,2.15%,2016
Linija Homag_4,46,4601,NEPLANUOTAS VALYMAS,Prispaudimo padeliu valymas,12,527717,2.15%,2016
Linija Homag_4,46,4601,NEPLANUOTAS VALYMAS,prispaudimo padukai,8,527717,2.15%,2016
Linija Homag_4,46,4601,NEPLANUOTAS VALYMAS,prispaudimo paduko,5,527717,2.15%,2016
Linija Homag_4,46,4601,NEPLANUOTAS VALYMAS,Prispaudimo paduko valymas,5,527717,2.15%,2016
Linija Homag_4,46,4601,NEPLANUOTAS VALYMAS,prispaudimo paduku valymas,41,527717,2.15%,2016
Linija Homag_4,46,4601,NEPLANUOTAS VALYMAS,Prispaudimo paduku valymas (apvelti klijais),23,527717,2.15%,2016
Linija Homag_4,46,4601,NEPLANUOTAS VALYMAS,prispaudimopadeliu valymas,5,527717,2.15%,2016
Linija Homag_4,46,4601,NEPLANUOTAS VALYMAS,raize briauna,2,527717,2.15%,2016
Linija Homag_4,46,4601,NEPLANUOTAS VALYMAS,raize detales br,2,527717,2.15%,2016
Linija Homag_4,46,4601,NEPLANUOTAS VALYMAS,raizo briauna,3,527717,2.15%,2016
Linija Homag_4,46,4601,NEPLANUOTAS VALYMAS,Ratuku valymas dalinime. Braize detale,5,527717,2.15%,2016
Linija Homag_4,46,4601,NEPLANUOTAS VALYMAS,ratuku valymas terliojo detale,5,527717,2.15%,2016
Linija Homag_4,46,4601,NEPLANUOTAS VALYMAS,sepecio keitimas,21,527717,2.15%,2016
Linija Homag_4,46,4601,NEPLANUOTAS VALYMAS,sepecio valymas,19,527717,2.15%,2016
Linija Homag_4,46,4601,NEPLANUOTAS VALYMAS,sepecio valymas nuo droztuku uzveltas,6,527717,2.15%,2016
Linija Homag_4,46,4601,NEPLANUOTAS VALYMAS,sepeciu valymas,8,527717,2.15%,2016
Linija Homag_4,46,4601,NEPLANUOTAS VALYMAS,Son atramu valymas,2,527717,2.15%,2016
Linija Homag_4,46,4601,NEPLANUOTAS VALYMAS,son linijuotes valymas,9,527717,2.15%,2016
Linija Homag_4,46,4601,NEPLANUOTAS VALYMAS,Son ploksteliu valymas grez,5,527717,2.15%,2016
Linija Homag_4,46,4601,NEPLANUOTAS VALYMAS,Son ploksteliu valymas grezime,2,527717,2.15%,2016
Linija Homag_4,46,4601,NEPLANUOTAS VALYMAS,son ploksteliu valymas grezime,3,527717,2.15%,2016
Linija Homag_4,46,4601,NEPLANUOTAS VALYMAS,son.lin.val.,10,527717,2.15%,2016
Linija Homag_4,46,4601,NEPLANUOTAS VALYMAS,sonines linijuotes valymas,9,527717,2.15%,2016
Linija Homag_4,46,4601,NEPLANUOTAS VALYMAS,"soninio prispaudimo linijuociu valymas, tepliojo detale",11,527717,2.15%,2016
Linija Homag_4,46,4601,NEPLANUOTAS VALYMAS,"Soninio spaudimo mediniu ploksteliu sveitimas,braizo apvilkimo briauna",3,527717,2.15%,2016
Linija Homag_4,46,4601,NEPLANUOTAS VALYMAS,soniniu atramu,2,527717,2.15%,2016
Linija Homag_4,46,4601,NEPLANUOTAS VALYMAS,soniniu atramu grezime,6,527717,2.15%,2016
Linija Homag_4,46,4601,NEPLANUOTAS VALYMAS,Soniniu atramu valymas,2,527717,2.15%,2016
Linija Homag_4,46,4601,NEPLANUOTAS VALYMAS,"soniniu atramu, ploksteliu valymas",6,527717,2.15%,2016
Linija Homag_4,46,4601,NEPLANUOTAS VALYMAS,soniniu groteliu,2,527717,2.15%,2016
Linija Homag_4,46,4601,NEPLANUOTAS VALYMAS,soniniu groteliu ir liniuociu grezime,3,527717,2.15%,2016
Linija Homag_4,46,4601,NEPLANUOTAS VALYMAS,Soniniu groteliu keitimas grezime,8,527717,2.15%,2016
Linija Homag_4,46,4601,NEPLANUOTAS VALYMAS,"soniniu groteliu perdejimas, imuse detales",23,527717,2.15%,2016
Linija Homag_4,46,4601,NEPLANUOTAS VALYMAS,soniniu groteliu sveitimas bei valymas,9,527717,2.15%,2016
Linija Homag_4,46,4601,NEPLANUOTAS VALYMAS,soniniu groteliu valymas,37,527717,2.15%,2016
Linija Homag_4,46,4601,NEPLANUOTAS VALYMAS,soniniu groteliu valymas ge st,5,527717,2.15%,2016
Linija Homag_4,46,4601,NEPLANUOTAS VALYMAS,soniniu groteliu valymas grezime,7,527717,2.15%,2016
Linija Homag_4,46,4601,NEPLANUOTAS VALYMAS,soniniu groteliu valymas grezime.,7,527717,2.15%,2016
Linija Homag_4,46,4601,NEPLANUOTAS VALYMAS,soniniu groteliu valymas raize briaunas,15,527717,2.15%,2016
Linija Homag_4,46,4601,NEPLANUOTAS VALYMAS,"soniniu groteliu valytmas grezimo staklese, irezia detale",5,527717,2.15%,2016
Linija Homag_4,46,4601,NEPLANUOTAS VALYMAS,soniniu linijuociu valymas,49,527717,2.15%,2016
Linija Homag_4,46,4601,NEPLANUOTAS VALYMAS,soniniu linijuociu valymas (apklijuotos lipne juosta tdl terliojo detale),21,527717,2.15%,2016
Linija Homag_4,46,4601,NEPLANUOTAS VALYMAS,soniniu linijuociu valymas grezimo staklese,3,527717,2.15%,2016
Linija Homag_4,46,4601,NEPLANUOTAS VALYMAS,soniniu liniuociu valymas,11,527717,2.15%,2016
Linija Homag_4,46,4601,NEPLANUOTAS VALYMAS,soniniu ploksteliu grezime,3,527717,2.15%,2016
Linija Homag_4,46,4601,NEPLANUOTAS VALYMAS,"soniniu ploksteliu valumas, raize apvilkimo briauna",6,527717,2.15%,2016
Linija Homag_4,46,4601,NEPLANUOTAS VALYMAS,soniniu ploksteliu valymas,31,527717,2.15%,2016
Linija Homag_4,46,4601,NEPLANUOTAS VALYMAS,"soniniu ploksteliu valymas gr staklese, nuo kliju likuciu grudosi detales",9,527717,2.15%,2016
Linija Homag_4,46,4601,NEPLANUOTAS VALYMAS,soniniu prispaudimo groteliu,19,527717,2.15%,2016
Linija Homag_4,46,4601,NEPLANUOTAS VALYMAS,soniniu prispaudimo groteliu raize briauna.,11,527717,2.15%,2016
Linija Homag_4,46,4601,NEPLANUOTAS VALYMAS,soniniu prispaudimo groteliu valymas,31,527717,2.15%,2016
Linija Homag_4,46,4601,NEPLANUOTAS VALYMAS,soniniu prispaudimo groteliu valymas raize apvilkimo briauna,15,527717,2.15%,2016
Linija Homag_4,46,4601,NEPLANUOTAS VALYMAS,soniniu prispaudimo liniuociu,2,527717,2.15%,2016
Linija Homag_4,46,4601,NEPLANUOTAS VALYMAS,soniniu prispaudimo ploksteliu valymas,2,527717,2.15%,2016
Linija Homag_4,46,4601,NEPLANUOTAS VALYMAS,Spaudimo liniuociu valymas,7,527717,2.15%,2016
Linija Homag_4,46,4601,NEPLANUOTAS VALYMAS,Spausdintuvo  akies valymas,2,527717,2.15%,2016
Linija Homag_4,46,4601,NEPLANUOTAS VALYMAS,spausdintuvo galvos,11,527717,2.15%,2016
Linija Homag_4,46,4601,NEPLANUOTAS VALYMAS,Spausdintuvo galvos plovimas,9,527717,2.15%,2016
Linija Homag_4,46,4601,NEPLANUOTAS VALYMAS,Spausdintuvo galvos valymas,31,527717,2.15%,2016
Linija Homag_4,46,4601,NEPLANUOTAS VALYMAS,spausdintuvo galvos valymas,40,527717,2.15%,2016
Linija Homag_4,46,4601,NEPLANUOTAS VALYMAS,spausdintuvo valymas,23,527717,2.15%,2016
Linija Homag_4,46,4601,NEPLANUOTAS VALYMAS,spauzdintuvo galva,44,527717,2.15%,2016
Linija Homag_4,46,4601,NEPLANUOTAS VALYMAS,spauzdintuvo galvos plovimas,7,527717,2.15%,2016
Linija Homag_4,46,4601,NEPLANUOTAS VALYMAS,spauzdintuvo galvos valymas,11,527717,2.15%,2016
Linija Homag_4,46,4601,NEPLANUOTAS VALYMAS,stringa frezos kopyras,7,527717,2.15%,2016
Linija Homag_4,46,4601,NEPLANUOTAS VALYMAS,stringa kopyras,7,527717,2.15%,2016
Linija Homag_4,46,4601,NEPLANUOTAS VALYMAS,Stringa kopyras. valymas riebalu valikliu,9,527717,2.15%,2016
Linija Homag_4,46,4601,NEPLANUOTAS VALYMAS,suniukai apklijuoti lipne juosta,6,527717,2.15%,2016
Linija Homag_4,46,4601,NEPLANUOTAS VALYMAS,suniukai apklijuoti lipnia juosta,5,527717,2.15%,2016
Linija Homag_4,46,4601,NEPLANUOTAS VALYMAS,suniukas raizo detales,2,527717,2.15%,2016
Linija Homag_4,46,4601,NEPLANUOTAS VALYMAS,"suniuko valymas,apklijuotas lipnia juosta",2,527717,2.15%,2016
Linija Homag_4,46,4601,NEPLANUOTAS VALYMAS,suniuku sveitimas,31,527717,2.15%,2016
Linija Homag_4,46,4601,NEPLANUOTAS VALYMAS,suniuku sveitimas bei valymas,17,527717,2.15%,2016
Linija Homag_4,46,4601,NEPLANUOTAS VALYMAS,suniuku valymas,19,527717,2.15%,2016
Linija Homag_4,46,4601,NEPLANUOTAS VALYMAS,"suniuku valymas , raize detales apacia",5,527717,2.15%,2016
Linija Homag_4,46,4601,NEPLANUOTAS VALYMAS,Suspausto oro konstravimas,2,527717,2.15%,2016
Linija Homag_4,46,4601,NEPLANUOTAS VALYMAS,suspausto oro nuputimo konstravimas,5,527717,2.15%,2016
Linija Homag_4,46,4601,NEPLANUOTAS VALYMAS,"sveite kopyra,irezia detales",9,527717,2.15%,2016
Linija Homag_4,46,4601,NEPLANUOTAS VALYMAS,tepliojo detale 2 biaunavimo stakles,2,527717,2.15%,2016
Linija Homag_4,46,4601,NEPLANUOTAS VALYMAS,tepliopja detale,4,527717,2.15%,2016
Linija Homag_4,46,4601,NEPLANUOTAS VALYMAS,Terlioja prispaudimo liniuotes,37,527717,2.15%,2016
Linija Homag_4,46,4601,NEPLANUOTAS VALYMAS,Transporterio dirzu valymas,7,527717,2.15%,2016
Linija Homag_4,46,4601,NEPLANUOTAS VALYMAS,transporterio dirzu valymas,164,527717,2.15%,2016
Linija Homag_4,46,4601,NEPLANUOTAS VALYMAS,transporterio dirzu valymas 2gr staklese,6,527717,2.15%,2016
Linija Homag_4,46,4601,NEPLANUOTAS VALYMAS,troztuku valymas,8,527717,2.15%,2016
Linija Homag_4,46,4601,NEPLANUOTAS VALYMAS,Uszikise droztukai. Droztuku valymas,7,527717,2.15%,2016
Linija Homag_4,46,4601,NEPLANUOTAS VALYMAS,Uzsikimse 2 br st drostukai,2,527717,2.15%,2016
Linija Homag_4,46,4601,NEPLANUOTAS VALYMAS,uzsikimse drostukai,8,527717,2.15%,2016
Linija Homag_4,46,4601,NEPLANUOTAS VALYMAS,uzsikimse droztukai,29,527717,2.15%,2016
Linija Homag_4,46,4601,NEPLANUOTAS VALYMAS,uzsikimse pakrovimo lifto siurbtukai,8,527717,2.15%,2016
Linija Homag_4,46,4601,NEPLANUOTAS VALYMAS,uzsikimses kliju bunkeris. nepadave kliju 1 br staklese,15,527717,2.15%,2016
Linija Homag_4,46,4601,NEPLANUOTAS VALYMAS,uzsikiso droztukai,6,527717,2.15%,2016
Linija Homag_4,46,4601,NEPLANUOTAS VALYMAS,uzsiterses markiravimas,13,527717,2.15%,2016
Linija Homag_4,46,4601,NEPLANUOTAS VALYMAS,uzsivele droztukai,7,527717,2.15%,2016
Linija Homag_4,46,4601,NEPLANUOTAS VALYMAS,uzsivele sepeciai nuo drozliu,17,527717,2.15%,2016
Linija Homag_4,46,4601,NEPLANUOTAS VALYMAS,uzsivele valymo sepeciai,43,527717,2.15%,2016
Linija Homag_4,46,4601,NEPLANUOTAS VALYMAS,uzstrigo briauna,6,527717,2.15%,2016
Linija Homag_4,46,4601,NEPLANUOTAS VALYMAS,uzvele br st kliju voleli,8,527717,2.15%,2016
Linija Homag_4,46,4601,NEPLANUOTAS VALYMAS,Uzvele briaunavime volelius,6,527717,2.15%,2016
Linija Homag_4,46,4601,NEPLANUOTAS VALYMAS,uzvele kliju voleli,2,527717,2.15%,2016
Linija Homag_4,46,4601,NEPLANUOTAS VALYMAS,uzvele voleli,2,527717,2.15%,2016
Linija Homag_4,46,4601,NEPLANUOTAS VALYMAS,valomi klijai,6,527717,2.15%,2016
Linija Homag_4,46,4601,NEPLANUOTAS VALYMAS,valomi suniukai,11,527717,2.15%,2016
Linija Homag_4,46,4601,NEPLANUOTAS VALYMAS,valomos apv. frezos,2,527717,2.15%,2016
Linija Homag_4,46,4601,NEPLANUOTAS VALYMAS,Valymas kliju balti klijai juodos detales,27,527717,2.15%,2016
Linija Homag_4,46,4601,NEPLANUOTAS VALYMAS,valymo sepecio valymas prisukta nuo droztuko briaunos,11,527717,2.15%,2016
Linija Homag_4,46,4601,NEPLANUOTAS VALYMAS,Valymo sepeciu keitimas ir valymo sepeciu variklio reg nes blogai sureguliuota sukasi ne i ta puse ir blogai sureguliuotas ant detales,35,527717,2.15%,2016
Linija Homag_4,46,4601,NEPLANUOTAS VALYMAS,valymo sepeciu valymas,19,527717,2.15%,2016
Linija Homag_4,46,4601,NEPLANUOTAS VALYMAS,valymo sepesiu valymas,11,527717,2.15%,2016
Linija Homag_4,46,4601,NEPLANUOTAS VALYMAS,valyti grezimo prispaudejai soniniai,5,527717,2.15%,2016
Linija Homag_4,46,4601,NEPLANUOTAS VALYMAS,wandres gedimas,27,527717,2.15%,2016
Linija Homag_4,46,4601,NEPLANUOTAS VALYMAS,vandres vandens purkstuku,11,527717,2.15%,2016
Linija Homag_4,46,4601,NEPLANUOTAS VALYMAS,Wandress strigimas / Jutikliniu akiu nuvalymas ir paleidimas,9,527717,2.15%,2016
Linija Homag_4,46,4601,NEPLANUOTAS VALYMAS,vel apklijuotos prispaudimo linijuotes,7,527717,2.15%,2016
Linija Homag_4,46,4601,NEPLANUOTAS VALYMAS,Vertikalaus prisp padelio valymas,2,527717,2.15%,2016
Linija Homag_4,46,4601,NEPLANUOTAS VALYMAS,vertikaliu prisp paduku valymas,2,527717,2.15%,2016
Linija Homag_4,46,4601,NEPLANUOTAS VALYMAS,vertikaliu prispaudeju grezime,10,527717,2.15%,2016
Linija Homag_4,46,4601,NEPLANUOTAS VALYMAS,Vertikaliu prispaudeju padeliu valymas,3,527717,2.15%,2016
Linija Homag_4,46,4601,NEPLANUOTAS VALYMAS,virsutines linijuotes valymas nes buvo apklijuota zale guma,11,527717,2.15%,2016
Linija Homag_4,46,4601,NEPLANUOTAS VALYMAS,Virsutinio prispaudejo valymas,2,527717,2.15%,2016
Linija Homag_4,46,4601,NEPLANUOTAS VALYMAS,virsutiniu  prispaudeju,2,527717,2.15%,2016
Linija Homag_4,46,4601,NEPLANUOTAS VALYMAS,virsutiniu prispaudeju,4,527717,2.15%,2016
Linija Homag_4,46,4601,NEPLANUOTAS VALYMAS,virsutiniu prispaudeju grezime,6,527717,2.15%,2016
Linija Homag_4,46,4601,NEPLANUOTAS VALYMAS,Virsutiniu prispaudeju valymas.,3,527717,2.15%,2016
Linija Homag_4,46,4601,NEPLANUOTAS VALYMAS,voleliai,3,527717,2.15%,2016
Linija Homag_4,46,4601,NEPLANUOTAS VALYMAS,volelio valumas,3,527717,2.15%,2016
Linija Homag_4,46,4601,NEPLANUOTAS VALYMAS,volelio valymas,34,527717,2.15%,2016
Linija Homag_4,46,4601,NEPLANUOTAS VALYMAS,voleliu briaunavime,2,527717,2.15%,2016
Linija Homag_4,46,4601,NEPLANUOTAS VALYMAS,voleliu val;ymas,3,527717,2.15%,2016
Linija Homag_4,46,4601,NEPLANUOTAS VALYMAS,Voleliu valymas,9,527717,2.15%,2016
Linija Homag_4,46,4601,NEPLANUOTAS VALYMAS,voleliu valymas,62,527717,2.15%,2016
Linija Homag_4,46,4601,NEPLANUOTAS VALYMAS,"voleliu valymas,",11,527717,2.15%,2016
Linija Homag_4,46,4601,NEPLANUOTAS VALYMAS,voliuko valyms,3,527717,2.15%,2016
Linija Homag_4,46,4601,NEPLANUOTAS VALYMAS,Voliuku valymas,5,527717,2.15%,2016
Linija Homag_4,46,4601,NEPLANUOTAS VALYMAS,voliuku valymas,6,527717,2.15%,2016
Linija Homag_4,46,4601,NEPLANUOTAS VALYMAS,"voliuku valymas pirmose staklese,po briaunos gabaliuko uzstrigimo.",2,527717,2.15%,2016
Linija Homag_4,46,4601,NEPLANUOTAS VALYMAS,voliuku valymas po briaunosgabaliuko uzstrigimo.,2,527717,2.15%,2016
Linija Homag_4,46,4601,NEPLANUOTAS VALYMAS,zlangu pajungimas,7,527717,2.15%,2016
Linija Homag_4,46,4602,VALYMAS PAMAINOS PABAIGOJE,,4073,527717,0.83%,2016
Linija Homag_4,46,4602,VALYMAS PAMAINOS PABAIGOJE,br koregavimas,195,527717,0.83%,2016
Linija Homag_4,46,4602,VALYMAS PAMAINOS PABAIGOJE,gr.st kelia skyles,13,527717,0.83%,2016
Linija Homag_4,46,4602,VALYMAS PAMAINOS PABAIGOJE,iro107K-iro103D,13,527717,0.83%,2016
Linija Homag_4,46,4602,VALYMAS PAMAINOS PABAIGOJE,IRO114-k iro205,13,527717,0.83%,2016
Linija Homag_4,46,4602,VALYMAS PAMAINOS PABAIGOJE,iro114k-iro114d,15,527717,0.83%,2016
Linija Homag_4,46,4602,VALYMAS PAMAINOS PABAIGOJE,itw201/itw301,13,527717,0.83%,2016
Linija Homag_4,46,4602,VALYMAS PAMAINOS PABAIGOJE,nedirba giljotina,15,527717,0.83%,2016
Linija Homag_4,46,4602,VALYMAS PAMAINOS PABAIGOJE,Nera tiek reikiamu galvu siam gaminiui. Galvu ir graztu rinkimas,13,527717,0.83%,2016
Linija Homag_4,46,4602,VALYMAS PAMAINOS PABAIGOJE,transporterio dirzu valymas,3,527717,0.83%,2016
Linija Homag_4,45,4501,PROFILAKTIKA (PPR),,8974,527717,1.74%,2016
Linija Homag_4,45,4501,PROFILAKTIKA (PPR),Nepasileido 1 br stakles,60,527717,1.74%,2016
Linija Homag_4,45,4501,PROFILAKTIKA (PPR),Suderinta su Þydrunu,113,527717,1.74%,2016
Linija Homag_4,45,4501,PROFILAKTIKA (PPR),Visos linijos avariniu stopu patikra,25,527717,1.74%,2016
Linija Homag_4,92,920,NEVEIKIA NUTRAUKIMAS,,753,527717,0.14%,2016
Linija Homag_4,92,920,NEVEIKIA NUTRAUKIMAS,Vel palikta blogai sureguliuotas briaunavimas 1 staklese!!! Detales netinkamos gamybos,3,527717,0.14%,2016
Linija Homag_4,48,4802,DARBUOTOJU TRUKUMAS,,251,527717,0.05%,2016
Linija Homag_4,91,910,NERA SUSPAUSTO ORO,,211,527717,0.05%,2016
Linija Homag_4,91,910,NERA SUSPAUSTO ORO,"grezimo koregavimas,",21,527717,0.05%,2016
Linija Homag_4,91,910,NERA SUSPAUSTO ORO,nepadave oro i antras briaunavimo stakles,51,527717,0.05%,2016
Linija Homag_4,93,930,NERA ITAMPOS,,223,527717,0.05%,2016
Linija Homag_4,93,930,NERA ITAMPOS,issijunge ir restartavosi visos stakles,19,527717,0.05%,2016
Linija Homag_4,31,3101,MAZESNIS GREITIS DEL RUOSINIU,,8,527717,0.00%,2016
Linija Homag_4,10,1001,IRENGIMAS NEDIRBA,,11,527717,0.00%,2016
Linija Homag_4,49,491,NENUSTATYTA (MICRO STOP),,783,525140,0.16%,2017
Linija Homag_4,49,491,NENUSTATYTA (MICRO STOP),"apvalinimo frezos daviklis, sutvakre TT nutruke laidai jungtyje",17,525140,0.16%,2017
Linija Homag_4,49,491,NENUSTATYTA (MICRO STOP),bariero akies reguliavimas,2,525140,0.16%,2017
Linija Homag_4,49,491,NENUSTATYTA (MICRO STOP),gr.st.automatuko gedimas,2,525140,0.16%,2017
Linija Homag_4,49,491,NENUSTATYTA (MICRO STOP),iskrito graztas,7,525140,0.16%,2017
Linija Homag_4,49,491,NENUSTATYTA (MICRO STOP),ismete saugikli T.T nekviesta,2,525140,0.16%,2017
Linija Homag_4,49,491,NENUSTATYTA (MICRO STOP),nepaeme detaliu,2,525140,0.16%,2017
Linija Homag_4,49,491,NENUSTATYTA (MICRO STOP),nesustoja europalete vaziuoja per vartus.Derintas padeklo jutiklis.TT.,5,525140,0.16%,2017
Linija Homag_4,49,491,NENUSTATYTA (MICRO STOP),nutruko dirzas,19,525140,0.16%,2017
Linija Homag_4,49,491,NENUSTATYTA (MICRO STOP),nutruko soninis dirzas .T.T.,11,525140,0.16%,2017
Linija Homag_4,49,491,NENUSTATYTA (MICRO STOP),pele neveikia,3,525140,0.16%,2017
Linija Homag_4,21,2101,NERA GAMYBOS UZDUOTIES,,21167,525140,4.04%,2017
Linija Homag_4,21,2101,NERA GAMYBOS UZDUOTIES,susirinkimas,23,525140,4.04%,2017
Linija Homag_4,21,2101,NERA GAMYBOS UZDUOTIES,voleliu valymas,2,525140,4.04%,2017
Linija Homag_4,21,2102,UZPILDYTAS BUFERIS,,830,525140,0.16%,2017
Linija Homag_4,21,2103,OPERATOR LIGHT GEDIMAS,,1041,525140,0.27%,2017
Linija Homag_4,21,2103,OPERATOR LIGHT GEDIMAS,neveike operator light,29,525140,0.27%,2017
Linija Homag_4,21,2103,OPERATOR LIGHT GEDIMAS,"Neveikia operlight, neskaiciuoja detaliu",313,525140,0.27%,2017
Linija Homag_4,21,2103,OPERATOR LIGHT GEDIMAS,uþstrigo programa,28,525140,0.27%,2017
Linija Homag_4,32,3201,MAZESNIS GREITIS DEL IRENGIMO,,105688,525140,22.71%,2017
Linija Homag_4,32,3201,MAZESNIS GREITIS DEL IRENGIMO,"17 det y min nukrovimo liftui neymanoma, leidziama 14 su technologo leidimu",51,525140,22.71%,2017
Linija Homag_4,32,3201,MAZESNIS GREITIS DEL IRENGIMO,APVALINIMO FREZOS KEITIMAS IR REGULEVIMAS,21,525140,22.71%,2017
Linija Homag_4,32,3201,MAZESNIS GREITIS DEL IRENGIMO,apvalinimo frezu koregavimas,19,525140,22.71%,2017
Linija Homag_4,32,3201,MAZESNIS GREITIS DEL IRENGIMO,B pamainos broko perleidimas,17,525140,22.71%,2017
Linija Homag_4,32,3201,MAZESNIS GREITIS DEL IRENGIMO,blogai suvaziuoja detales i lifta,38,525140,22.71%,2017
Linija Homag_4,32,3201,MAZESNIS GREITIS DEL IRENGIMO,"blogo matmens detales is pjovimo,stringa grezime",33,525140,22.71%,2017
Linija Homag_4,32,3201,MAZESNIS GREITIS DEL IRENGIMO,br,17,525140,22.71%,2017
Linija Homag_4,32,3201,MAZESNIS GREITIS DEL IRENGIMO,br kokybes,11,525140,22.71%,2017
Linija Homag_4,32,3201,MAZESNIS GREITIS DEL IRENGIMO,BR KOREGAVIMAS,31,525140,22.71%,2017
